reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2018,6.094679626,2023,100,98.1,7.1.1,2015,98.94702409
,,2017,35.20000076,,17.8.1,,
,,2024,43.01666667,,17.18.1,,
,,2010,4.8,,10.1.1,,
2021,3.802088992,2025,1.3,6.4,1.1.1,2015,4.165
,1.25,2025,11.1,10.6,4.1.2,2015,11
,0.7619538826,2023,67.1,65.4,43.0.0,2015,67.58378454
,1.25,2023,0.3,0.4,42.0.0,2015,0.32
,-0.369126758,2024,89.9,90.8,61.1.0,2015,92.84285671
3884,0.2001633987,2024,8.7,8.4,61.2.0,2015,10.18380901
,-0.6704260652,2024,74.3,75.5,61.3.0,2015,77.10046784
,5.516089466,2022,0.957,0.579,47.0.0,2015,0.635
