reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1996,,2023,100,99.9,7.1.1,2015,99.98
,1.541606542,2024,45.7,42.7,8.5.1,2015,44.67636364
2027,2.172389388,2024,89.5,42.8,17.8.1,2015,71.86775502
,3.074398377,2024,81.5,37.7,17.18.1,2016,55.11569638
,,2025,2.4,,10.1.1,,
2024,2.680732663,2025,2.3,7,1.1.1,2015,4.57
,4.166666667,2023,12.2,11.6,4.1.2,2015,11.79333333
,0.7602339181,2023,72.4,71.3,43.0.0,2015,72.73719298
,4.804166667,2023,65.4,49.8,45.0.0,2015,52.86666667
,1.428571429,2022,0.6,0.7,42.0.0,2015,0.63
2086,1.666080205,2024,82.4,72.3,61.1.0,2015,78.96082784
2141,0.8782679739,2024,91.5,90.2,61.2.0,2015,91.66433824
2186,1.367521368,2024,87,85.5,61.3.0,2015,86.60307692
,2.270198435,2022,1.989,1.648,47.0.0,2015,1.79135
