reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2009,,2023,100,99.8,7.1.1,2015,99.93
,1.313131313,2024,42.7,40.1,8.5.1,2015,42.08
2031,1.455417194,2024,85.2,54.5,17.8.1,2015,78.30311368
,0.9454308521,2024,64.4,49.8,17.18.1,2016,65.158104
,,2019,2.1,,10.1.1,,
1989,,2025,0,,1.1.1,,
,2.645833333,2023,11.5,10.7,4.1.2,2015,11.04
,1.792892157,2023,81,78.6,43.0.0,2015,79.96
,2.84375,2023,59.9,50.8,45.0.0,2015,54
,,2024,0.2245520345,,42.0.0,,
2038,2.118165785,2024,97.8,96.3,61.1.0,2015,97.10444444
2380,0.8402951824,2024,75.7,74.2,61.3.0,2015,75.96398496
,5.840911757,2022,2.28,1.405,47.0.0,2015,1.529
