reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2010,,2023,100,,7.1.1,,
2037,1.257018539,2024,74.6,37.8,17.8.1,2015,69.14560725
,0.165521978,2024,78.1,76.3,17.18.1,2016,85.9956377
,0,2021,3.9,3.9,10.1.1,2015,3.3
1995,,2025,1,0.6,1.1.1,2015,0.4
,2.636904762,2023,11,9.9,4.1.2,2015,10.39428571
,0.9375,2023,71.6,70.1,43.0.0,2015,71.7
,10.15625,2023,56.7,30.7,45.0.0,2015,33.1
,,2024,0.1966666462,,42.0.0,,
2078,1.027574278,2024,95.5,94.2,6.1.1,2015,95.47021978
2042,3.218494468,2024,96.5,93.7,6.1.1,2015,94.73166667
2110,3.262125779,2024,78.9,73.6,6.1.1,2015,75.45080087
,0.5136054422,2022,1.828,1.752,47.0.0,2015,1.902904762
