reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2108,0.733230368,2023,51.3,40.8,7.1.1,2015,55.10320025
,-2.380952381,2024,60.3,63.5,8.5.1,2015,64.70571429
2053,0.8681198013,2024,47.9,14.2,17.8.1,2015,52.44002479
,0.1239189333,2024,38.7,36.2,17.18.1,2016,53.74188977
,,2012,10.4,,10.1.1,,
,-1.326027397,2025,48.98,39.3,1.1.1,2015,31.795
,0,2025,11.5,11.5,4.1.2,2015,11.73333333
,0.6380036985,2023,64.9,63.2,43.0.0,2015,65.77251959
,-5.125,2023,31,43.3,45.0.0,2015,45.7
,0,2024,0.4,0.4,42.0.0,2015,0.31
,-0.6954278388,2024,8.7,11.7,61.1.0,2015,16.97053336
2239,1.494079132,2024,70.4,64.3,61.3.0,2015,68.78924392
,-0.6428571429,2022,0.088,0.097,47.0.0,2015,0.111
