reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2000,,2023,100,100,7.1.1,2015,
,7.518518519,2024,76,73.4,8.5.1,2015,73.85
2026,1.728724944,2024,93.4,70.8,17.8.1,2015,87.15980621
,1.19160005,2024,84.9,71.7,17.18.1,2016,83.15339386
2150,0.6666666667,2021,2.4,2.6,10.1.1,2015,2.3
2006,,2025,0.0236,,1.1.1,,
,-2.5,2023,11.7,12.1,4.1.2,2015,12.18
,1.740196078,2023,74.4,72,43.0.0,2015,73.39333333
,-0.8645833333,2023,77,79.6,45.0.0,2015,82
,0,2022,0.5,0.5,42.0.0,2015,0.43
2067,1.812905586,2024,91.5,86.5,61.1.0,2015,89.55752661
2027,5.901675485,2024,98.6,95.7,61.2.0,2015,96.43694444
,0.8257142857,2022,5.358,5.072,47.0.0,2015,5.41968
