reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
1990,,2023,100,100,7.1.1,2015,
2021,,2025,82.15,,8.5.1,,
2023,1.063094476,2024,97,91.7,17.8.1,2015,96.80996121
,1.090259229,2024,85.1,74.1,17.18.1,2016,84.3131092
2020,1.666666667,2021,0.5,0.6,10.1.1,2015,0.54
1984,,2025,0.1,,1.1.1,,
,,2025,12.92025375,,4.1.2,,
,0.847732129,2023,82.2,81.5,43.0.0,2015,82.28527001
,-1.125,2023,90.5,91.4,45.0.0,2015,92.2
,,2024,0.1245033514,,42.0.0,,
2000,,2024,100,,61.1.0,,
2000,,2024,99.9595064,,61.2.0,,
,-0.965556749,2022,6.312,6.693,47.0.0,2015,7.099266183
