reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2012,,2023,100,,7.1.1,,
2044,0.7961242346,2024,76.7,58,17.8.1,2015,80.24075732
,-0.3129940711,2024,39.5,45.2,17.18.1,2016,61.47019822
,,2006,6.5,,10.1.1,,
,,2013,8.4,,1.1.1,,
,3.75,2023,12.1,11.4,4.1.2,2015,11.64
,-0.3125,2023,72.5,73,43.0.0,2015,74.6
,-0.15625,2023,78.3,78.8,45.0.0,2015,81.275
,-0.2962940454,2024,85.2,86.3,6.1.1,2015,89.40368045
,-5.177266536,2024,16.6,48.7,6.1.1,2015,56.79629837
,-3.935597377,2022,3.091,4.134,47.0.0,2015,4.43648062
