reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2026,3.102380952,2023,98,89.1,7.1.1,2015,93.57238095
2045,0.942930276,2024,67.3,36.9,17.8.1,2015,68.63543154
,1.017915418,2024,83.8,73.2,17.18.1,2016,83.64234432
,1.5,2023,4.4,5.6,10.1.1,2015,4.8
2028,3.037345254,2025,4.45,14.6,1.1.1,2015,10.015
,0,2023,11.1,11.1,4.1.2,2015,11.39
,0.25,2023,69.8,69.4,43.0.0,2015,71
,-1.8125,2023,80.6,84.7,45.0.0,2015,86.3
,,2024,0.231283696,,42.0.0,,
2052,3.273198826,2024,87,68.6,6.1.1,2015,76.22187043
2348,0.7998337692,2024,48.5,46.5,6.1.1,2015,49.02320744
2075,3.913882414,2024,89.4,85.3,6.1.1,2015,86.41846154
,2.486868687,2022,0.895,0.715,47.0.0,2015,0.7835555556
