reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2097,0.8968332042,2023,36,24,7.1.1,2015,37.18444627
,,2025,77.693,,8.5.1,,
2096,0.4404560121,2024,20.5,6.5,17.8.1,2015,43.08954455
,0.962531167,2024,66.7,52.7,17.18.1,2016,67.22513184
,,2022,24.4,,10.1.1,,
,-1.499643485,2025,81.79,74.5,1.1.1,2015,68.45
,-1.143939394,2023,8,8.9,4.1.2,2015,9.554444444
,1.539306513,2023,63.6,58.7,43.0.0,2015,62.03052965
,-0.125,2023,73.9,74.3,45.0.0,2015,77.5
,0,2022,1,1,42.0.0,2015,0.86
2132,1.415720299,2024,32.2,20,61.1.0,2015,28.16254152
2155,2.294783994,2024,36.6,28.3,61.2.0,2015,32.3097806
2212,1.872527742,2024,50.9,37.8,61.3.0,2015,44.06522007
,-2.864795918,2022,0.492,0.643,47.0.0,2015,0.706
