reach_target_year,speed,end_year,end_value,start_value,indicator_sdg,start_year,typical_end_value
2031,1.4375,2023,97.7,94.9,7.1.1,2015,97
2027,2.254232903,2024,90.1,42.2,17.8.1,2015,71.57680904
,1.573245614,2024,73.5,51,17.18.1,2016,66.21052632
,,2021,2.6,,10.1.1,,
1987,,2025,1.19,0.5,1.1.1,2015,0.35
,-0.625,2023,11,11.2,4.1.2,2015,11.465
,-0.4375,2023,71.5,72.2,43.0.0,2015,73.8
,,2023,94.4,,45.0.0,,
,,2024,0.2574774551,,42.0.0,,
,-1.178603502,2024,69.8,78.2,6.1.1,2015,83.31872592
2574,0.5561829475,2024,74.4,73.3,6.1.1,2015,75.20297478
,0.4732664996,2022,1.558,1.497,47.0.0,2015,1.628216374
